,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
24972,INN24973,1,0,0,3,Meal Plan 1,1,Room_Type 1,19,2018,6,21,Online,0,0,0,130.67,1,Not_Canceled
31939,INN31940,2,1,0,1,Meal Plan 1,0,Room_Type 1,110,2018,6,3,Online,0,0,0,143.1,3,Not_Canceled
7160,INN07161,2,0,6,14,Meal Plan 1,0,Room_Type 1,6,2018,1,10,Online,0,0,0,87.7,1,Not_Canceled
9754,INN09755,2,0,2,2,Meal Plan 2,0,Room_Type 4,143,2018,7,16,Online,0,0,0,115.6,0,Not_Canceled
30133,INN30134,2,0,0,4,Not Selected,0,Room_Type 1,6,2018,10,4,Online,0,0,0,140.0,0,Not_Canceled
17776,INN17777,2,0,1,3,Meal Plan 1,0,Room_Type 1,27,2018,6,20,Offline,0,0,0,80.75,0,Not_Canceled
3002,INN03003,2,0,0,2,Not Selected,0,Room_Type 1,46,2018,10,25,Online,0,0,0,119.5,2,Not_Canceled
28966,INN28967,2,0,2,5,Meal Plan 1,0,Room_Type 1,167,2018,9,29,Online,0,0,0,114.04,1,Canceled
22721,INN22722,1,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185.0,0,Not_Canceled
6949,INN06950,2,0,2,2,Meal Plan 1,0,Room_Type 1,180,2018,11,27,Online,0,0,0,85.0,0,Canceled
18346,INN18347,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,2,Corporate,1,0,3,65.0,0,Not_Canceled
23156,INN23157,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled
9967,INN09968,1,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,71.0,1,Not_Canceled
15936,INN15937,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
19700,INN19701,2,0,2,2,Meal Plan 1,0,Room_Type 1,111,2018,12,24,Online,0,0,0,88.4,2,Not_Canceled
20006,INN20007,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120.0,0,Canceled
23603,INN23604,2,0,1,1,Not Selected,0,Room_Type 1,6,2018,7,2,Online,0,0,0,132.0,0,Canceled
8578,INN08579,1,0,1,1,Meal Plan 1,0,Room_Type 1,6,2018,10,17,Corporate,0,0,0,95.0,0,Not_Canceled
7789,INN07790,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,112.0,1,Canceled
12651,INN12652,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,0,0,0,52.0,1,Not_Canceled
34399,INN34400,2,0,0,1,Not Selected,0,Room_Type 1,7,2018,8,23,Online,0,0,0,128.0,1,Not_Canceled
35480,INN35481,1,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,108.0,0,Not_Canceled
16806,INN16807,2,0,1,1,Not Selected,0,Room_Type 1,8,2018,8,22,Online,0,0,0,128.0,1,Not_Canceled
1501,INN01502,2,0,1,2,Meal Plan 1,0,Room_Type 4,61,2018,4,22,Online,0,0,0,118.8,0,Canceled
32009,INN32010,2,0,0,1,Meal Plan 1,1,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
26376,INN26377,2,0,0,4,Meal Plan 1,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,100.0,0,Canceled
26500,INN26501,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,Canceled
21073,INN21074,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0,Not_Canceled
367,INN00368,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled
7759,INN07760,3,0,0,4,Meal Plan 1,0,Room_Type 4,71,2018,12,7,Online,0,0,0,128.0,0,Not_Canceled
6364,INN06365,2,0,2,3,Meal Plan 2,0,Room_Type 4,110,2018,7,9,Online,0,0,0,153.0,0,Canceled
13222,INN13223,2,0,2,0,Not Selected,0,Room_Type 1,29,2018,9,18,Online,0,0,0,122.55,0,Canceled
12844,INN12845,2,2,2,2,Meal Plan 1,0,Room_Type 6,50,2018,12,23,Online,0,0,0,156.6,0,Canceled
6579,INN06580,2,0,1,2,Meal Plan 1,0,Room_Type 1,189,2018,10,28,Online,0,0,0,96.3,3,Not_Canceled
30417,INN30418,2,0,1,5,Meal Plan 1,0,Room_Type 1,255,2018,9,12,Online,0,0,0,100.3,0,Canceled
3168,INN03169,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,2017,11,19,Online,0,0,0,95.0,1,Not_Canceled
1702,INN01703,2,0,0,1,Not Selected,0,Room_Type 1,73,2018,11,12,Online,0,0,0,79.2,2,Not_Canceled
24229,INN24230,2,0,1,2,Meal Plan 1,0,Room_Type 4,58,2018,6,3,Online,0,0,0,137.4,0,Canceled
123,INN00124,2,0,0,3,Meal Plan 1,0,Room_Type 1,148,2018,5,5,Online,0,0,0,105.3,0,Not_Canceled
6177,INN06178,2,0,0,2,Not Selected,0,Room_Type 1,29,2018,2,19,Online,0,0,0,75.05,0,Canceled
1892,INN01893,2,0,2,5,Not Selected,0,Room_Type 1,213,2018,6,30,Online,0,0,0,92.29,1,Not_Canceled
8863,INN08864,2,0,2,5,Meal Plan 1,0,Room_Type 1,137,2018,8,20,Online,0,0,0,102.73,1,Not_Canceled
35609,INN35610,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67.0,0,Not_Canceled
20239,INN20240,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90.0,0,Not_Canceled
1376,INN01377,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
26073,INN26074,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
35271,INN35272,2,0,1,2,Not Selected,0,Room_Type 1,33,2018,9,9,Online,0,0,0,125.1,1,Not_Canceled
32371,INN32372,2,0,0,1,Not Selected,0,Room_Type 1,84,2018,12,22,Online,0,0,0,79.2,0,Canceled
21268,INN21269,2,0,2,1,Meal Plan 1,0,Room_Type 1,64,2018,4,17,Online,0,0,0,99.3,1,Not_Canceled
6907,INN06908,2,0,2,1,Meal Plan 1,0,Room_Type 1,28,2018,2,6,Online,0,0,0,84.3,2,Not_Canceled
2038,INN02039,3,0,0,2,Meal Plan 1,0,Room_Type 4,50,2018,9,2,Online,0,0,0,142.2,0,Canceled
6246,INN06247,2,0,3,6,Not Selected,0,Room_Type 1,314,2018,12,26,Online,0,0,0,68.66,0,Canceled
4307,INN04308,2,0,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,Online,0,0,0,46.63,2,Not_Canceled
6458,INN06459,2,0,1,3,Not Selected,0,Room_Type 1,56,2018,12,26,Online,0,0,0,88.4,0,Canceled
14536,INN14537,3,0,0,2,Meal Plan 1,0,Room_Type 4,111,2018,8,11,Online,0,0,0,155.7,1,Not_Canceled
22979,INN22980,1,0,0,1,Meal Plan 1,0,Room_Type 5,6,2018,5,26,Online,0,0,0,197.0,2,Not_Canceled
10461,INN10462,2,0,1,3,Meal Plan 1,0,Room_Type 4,38,2018,4,21,Online,0,0,0,118.8,1,Not_Canceled
17208,INN17209,3,0,0,3,Meal Plan 1,0,Room_Type 4,46,2018,12,8,Online,0,0,0,138.6,2,Not_Canceled
5830,INN05831,2,0,0,3,Meal Plan 1,0,Room_Type 4,13,2017,10,6,Offline,0,0,0,75.0,1,Not_Canceled
7197,INN07198,3,0,1,3,Not Selected,0,Room_Type 4,26,2017,10,12,Offline,0,0,0,108.0,0,Not_Canceled
20759,INN20760,2,0,0,1,Meal Plan 1,0,Room_Type 1,63,2018,9,3,Online,0,0,0,109.8,1,Not_Canceled
20581,INN20582,2,0,1,4,Not Selected,0,Room_Type 1,26,2018,1,27,Online,0,0,0,60.0,1,Not_Canceled
2118,INN02119,2,0,0,2,Not Selected,0,Room_Type 1,53,2018,11,11,Online,0,0,0,79.2,2,Not_Canceled
33189,INN33190,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,5,5,Online,0,0,0,114.3,0,Canceled
22040,INN22041,3,0,2,3,Meal Plan 1,0,Room_Type 4,132,2018,9,9,Online,0,0,0,162.0,0,Canceled
7577,INN07578,2,0,1,4,Meal Plan 1,0,Room_Type 5,54,2018,3,28,Online,0,0,0,95.36,0,Not_Canceled
35872,INN35873,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,6,17,Offline,0,0,0,95.88,0,Canceled
24636,INN24637,3,0,1,4,Not Selected,0,Room_Type 1,100,2018,7,6,Online,0,0,0,98.83,2,Not_Canceled
35151,INN35152,2,0,1,2,Meal Plan 1,0,Room_Type 1,155,2018,6,27,Online,0,0,0,96.3,0,Canceled
32852,INN32853,2,0,2,4,Meal Plan 1,0,Room_Type 1,15,2017,10,11,Online,0,0,0,92.17,0,Not_Canceled
25934,INN25935,2,0,2,1,Meal Plan 1,0,Room_Type 1,76,2018,4,2,Online,0,0,0,87.3,1,Not_Canceled
19838,INN19839,2,0,2,5,Meal Plan 1,0,Room_Type 4,181,2018,8,4,Online,0,0,0,112.2,1,Canceled
15591,INN15592,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52.0,0,Canceled
19948,INN19949,3,0,3,5,Meal Plan 1,0,Room_Type 4,282,2018,12,25,Online,0,0,0,109.23,1,Canceled
2033,INN02034,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Online,0,0,0,115.0,1,Canceled
28832,INN28833,1,0,1,3,Meal Plan 1,0,Room_Type 1,3,2018,2,8,Offline,1,0,1,69.0,0,Not_Canceled
5571,INN05572,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled
11475,INN11476,2,0,2,2,Not Selected,0,Room_Type 1,21,2017,12,18,Online,0,0,0,60.0,0,Not_Canceled
3983,INN03984,2,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,2,6,Online,0,0,0,57.0,0,Canceled
24623,INN24624,2,0,2,2,Meal Plan 1,0,Room_Type 4,4,2018,1,24,Online,0,0,0,63.6,0,Not_Canceled
5155,INN05156,2,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Online,0,0,0,112.2,0,Canceled
16245,INN16246,2,0,1,1,Meal Plan 1,0,Room_Type 1,36,2018,7,11,Online,0,0,0,130.5,0,Not_Canceled
19352,INN19353,1,0,0,2,Meal Plan 1,0,Room_Type 4,123,2018,5,6,Online,0,0,0,126.3,1,Not_Canceled
20660,INN20661,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,2018,3,8,Offline,0,0,0,87.0,0,Not_Canceled
29151,INN29152,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
826,INN00827,3,0,1,1,Meal Plan 1,0,Room_Type 4,47,2018,7,2,Online,0,0,0,150.3,2,Not_Canceled
17184,INN17185,2,0,1,1,Meal Plan 1,0,Room_Type 1,22,2017,9,19,Online,0,0,0,124.0,0,Not_Canceled
2441,INN02442,2,0,0,4,Meal Plan 2,0,Room_Type 1,19,2018,11,2,Online,0,0,0,134.3,1,Not_Canceled
10872,INN10873,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,8,8,Online,0,0,0,107.95,1,Not_Canceled
29011,INN29012,2,0,0,5,Meal Plan 1,0,Room_Type 1,116,2018,1,26,Offline,0,0,0,70.0,0,Not_Canceled
19723,INN19724,2,0,0,2,Meal Plan 1,0,Room_Type 1,35,2018,5,13,Offline,0,0,0,95.0,0,Not_Canceled
28153,INN28154,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled
10383,INN10384,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70.0,0,Not_Canceled
4990,INN04991,2,0,0,3,Meal Plan 1,0,Room_Type 6,3,2018,10,6,Online,0,0,0,175.56,1,Not_Canceled
34788,INN34789,1,0,2,1,Meal Plan 1,0,Room_Type 4,130,2018,10,29,Online,0,0,0,104.4,2,Not_Canceled
18649,INN18650,1,0,2,1,Meal Plan 2,0,Room_Type 1,3,2017,7,11,Offline,0,0,0,72.5,0,Not_Canceled
14953,INN14954,2,0,0,4,Meal Plan 1,0,Room_Type 1,175,2018,8,31,Online,0,0,0,112.63,0,Canceled
15424,INN15425,1,0,0,2,Meal Plan 1,0,Room_Type 4,7,2018,9,21,Corporate,1,0,1,119.0,1,Not_Canceled
12244,INN12245,2,0,2,1,Not Selected,1,Room_Type 1,156,2018,8,21,Online,0,0,0,103.5,0,Canceled
11871,INN11872,3,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,110.0,0,Canceled
17123,INN17124,2,0,1,0,Meal Plan 1,0,Room_Type 1,95,2018,10,31,Online,0,0,0,90.9,2,Not_Canceled
30746,INN30747,2,0,1,4,Meal Plan 1,0,Room_Type 1,107,2018,7,13,Online,0,0,0,105.3,0,Canceled
1068,INN01069,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,5,9,Online,0,0,0,103.0,1,Not_Canceled
6068,INN06069,2,0,1,1,Not Selected,0,Room_Type 1,24,2018,9,26,Online,0,0,0,107.1,0,Canceled
32592,INN32593,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
16082,INN16083,2,0,0,4,Meal Plan 1,0,Room_Type 1,104,2018,5,4,Online,0,0,0,111.78,0,Canceled
1297,INN01298,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
21745,INN21746,2,0,0,3,Meal Plan 1,0,Room_Type 1,188,2018,6,2,Offline,0,0,0,80.75,0,Canceled
24830,INN24831,3,0,0,3,Meal Plan 1,0,Room_Type 4,45,2018,8,16,Online,0,0,0,177.3,2,Not_Canceled
30386,INN30387,1,0,2,0,Meal Plan 1,0,Room_Type 1,18,2018,10,30,Online,0,0,0,103.18,1,Not_Canceled
29061,INN29062,2,1,1,4,Meal Plan 1,0,Room_Type 1,55,2017,11,9,Online,0,0,0,79.2,2,Canceled
22863,INN22864,2,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,10,24,Offline,0,0,0,85.0,0,Not_Canceled
6313,INN06314,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
7648,INN07649,2,1,1,5,Meal Plan 1,0,Room_Type 1,35,2018,2,29,Online,0,0,0,98.1,1,Canceled
8091,INN08092,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,2018,12,14,Online,0,0,0,88.2,0,Not_Canceled
34369,INN34370,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,3,7,Offline,0,0,0,87.0,1,Not_Canceled
42,INN00043,3,0,2,1,Meal Plan 1,0,Room_Type 1,96,2018,4,10,Online,0,0,0,121.8,1,Not_Canceled
6210,INN06211,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Online,0,0,0,90.0,0,Canceled
13031,INN13032,1,0,0,3,Meal Plan 1,0,Room_Type 1,174,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
21608,INN21609,2,0,1,3,Meal Plan 1,0,Room_Type 1,95,2018,11,14,Online,0,0,0,86.25,2,Not_Canceled
13094,INN13095,2,0,2,2,Meal Plan 1,0,Room_Type 1,90,2017,12,4,Online,0,0,0,72.25,1,Not_Canceled
31467,INN31468,2,0,0,2,Not Selected,0,Room_Type 1,35,2018,3,11,Online,0,0,0,53.72,0,Not_Canceled
7065,INN07066,1,0,1,2,Meal Plan 1,0,Room_Type 5,262,2018,11,14,Corporate,0,0,0,106.0,0,Canceled
4765,INN04766,0,2,1,3,Meal Plan 1,0,Room_Type 2,147,2018,4,4,Online,0,0,0,6.0,1,Not_Canceled
16986,INN16987,2,0,1,1,Meal Plan 1,1,Room_Type 1,35,2017,10,17,Online,0,0,0,104.85,1,Not_Canceled
14009,INN14010,2,0,1,3,Meal Plan 1,0,Room_Type 1,99,2018,4,25,Online,0,0,0,90.95,0,Canceled
34649,INN34650,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled
23993,INN23994,1,0,1,0,Meal Plan 1,0,Room_Type 5,2,2017,8,2,Complementary,0,0,0,0.0,0,Not_Canceled
34299,INN34300,2,0,2,2,Meal Plan 1,0,Room_Type 4,35,2018,10,2,Online,0,0,0,144.63,0,Not_Canceled
31309,INN31310,3,0,2,3,Meal Plan 1,0,Room_Type 4,24,2018,4,17,Online,0,0,0,145.4,2,Not_Canceled
1414,INN01415,2,0,1,4,Meal Plan 1,0,Room_Type 4,25,2018,12,7,Online,0,0,0,96.9,2,Not_Canceled
33985,INN33986,2,0,1,2,Meal Plan 1,0,Room_Type 4,60,2018,4,1,Online,0,0,0,106.2,1,Not_Canceled
5989,INN05990,2,1,4,6,Meal Plan 1,0,Room_Type 1,49,2018,12,10,Online,0,0,0,105.4,1,Canceled
20435,INN20436,2,0,2,1,Not Selected,0,Room_Type 1,8,2017,12,27,Online,0,0,0,77.92,1,Not_Canceled
7262,INN07263,2,0,2,3,Meal Plan 1,0,Room_Type 4,36,2018,8,19,Online,0,0,0,149.4,2,Not_Canceled
26425,INN26426,2,0,0,4,Not Selected,0,Room_Type 1,7,2018,11,8,Online,0,0,0,106.36,1,Not_Canceled
18373,INN18374,0,2,2,3,Meal Plan 1,0,Room_Type 2,142,2018,8,21,Online,0,0,0,95.79,1,Not_Canceled
33807,INN33808,2,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,10,13,Online,0,0,0,102.04,4,Not_Canceled
2411,INN02412,2,0,0,4,Meal Plan 2,0,Room_Type 4,63,2018,4,13,Online,0,0,0,144.5,2,Canceled
16558,INN16559,2,0,0,3,Meal Plan 1,0,Room_Type 1,121,2018,5,26,Offline,0,0,0,80.75,0,Not_Canceled
35830,INN35831,2,0,2,2,Meal Plan 1,0,Room_Type 2,111,2018,4,24,Online,0,0,0,85.86,0,Not_Canceled
1761,INN01762,2,0,0,2,Meal Plan 1,0,Room_Type 1,111,2018,11,8,Online,0,0,0,59.5,0,Canceled
3949,INN03950,2,1,1,2,Meal Plan 1,0,Room_Type 1,51,2018,8,22,Online,0,0,0,152.1,1,Not_Canceled
21860,INN21861,2,0,1,3,Meal Plan 1,0,Room_Type 5,30,2018,9,12,Online,0,0,0,137.52,0,Not_Canceled
28967,INN28968,2,0,2,3,Meal Plan 1,0,Room_Type 1,87,2018,5,8,Offline,0,0,0,75.0,0,Not_Canceled
5657,INN05658,2,3,0,1,Meal Plan 1,0,Room_Type 6,17,2017,8,29,Online,0,0,0,153.0,2,Not_Canceled
10450,INN10451,1,0,2,0,Meal Plan 1,0,Room_Type 1,24,2018,5,22,Online,0,0,0,135.0,0,Canceled
1251,INN01252,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
26878,INN26879,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
3060,INN03061,2,0,0,3,Not Selected,0,Room_Type 1,99,2018,3,24,Online,0,0,0,85.5,0,Not_Canceled
15822,INN15823,2,0,2,5,Not Selected,0,Room_Type 1,44,2018,2,21,Online,0,0,0,66.29,1,Not_Canceled
26329,INN26330,2,0,4,9,Not Selected,0,Room_Type 1,0,2017,8,19,Online,0,0,0,85.92,1,Not_Canceled
29372,INN29373,2,0,1,1,Not Selected,0,Room_Type 1,32,2018,2,6,Online,0,0,0,67.5,2,Not_Canceled
34619,INN34620,2,0,1,1,Meal Plan 1,0,Room_Type 4,4,2018,9,12,Online,0,0,0,170.0,2,Not_Canceled
24257,INN24258,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,5,21,Online,0,0,0,176.0,1,Canceled
21353,INN21354,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.0,0,Canceled
32358,INN32359,2,0,2,5,Meal Plan 1,0,Room_Type 1,90,2018,4,15,Online,0,0,0,90.95,0,Canceled
4887,INN04888,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,9,10,Online,0,0,0,144.9,1,Not_Canceled
19951,INN19952,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70.0,0,Canceled
1620,INN01621,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
9743,INN09744,1,0,0,1,Not Selected,0,Room_Type 1,196,2018,10,1,Online,0,0,0,93.6,1,Canceled
36034,INN36035,2,0,1,3,Meal Plan 1,0,Room_Type 1,50,2018,4,11,Online,0,0,0,72.75,1,Not_Canceled
3785,INN03786,2,0,1,1,Meal Plan 1,0,Room_Type 4,11,2018,9,5,Online,0,0,0,154.0,0,Canceled
35357,INN35358,2,0,0,1,Meal Plan 1,0,Room_Type 1,258,2018,9,29,Online,0,0,0,106.2,1,Canceled
25434,INN25435,2,0,0,3,Not Selected,0,Room_Type 1,70,2018,2,11,Online,0,0,0,78.3,1,Canceled
22253,INN22254,2,1,0,2,Meal Plan 1,0,Room_Type 4,8,2017,9,8,Online,0,0,0,92.4,3,Not_Canceled
32323,INN32324,2,0,1,2,Meal Plan 1,0,Room_Type 1,302,2018,9,16,Offline,0,0,0,100.0,0,Canceled
19429,INN19430,2,1,4,8,Meal Plan 1,0,Room_Type 1,171,2018,7,15,Online,0,0,0,110.5,2,Canceled
30017,INN30018,2,2,0,3,Meal Plan 1,0,Room_Type 6,33,2018,8,24,Online,0,0,0,207.9,2,Not_Canceled
4564,INN04565,2,0,2,5,Meal Plan 1,0,Room_Type 1,13,2017,11,8,Online,0,0,0,90.95,1,Not_Canceled
13214,INN13215,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76.0,0,Not_Canceled
24751,INN24752,2,0,1,4,Meal Plan 1,0,Room_Type 1,154,2018,7,13,Offline,0,0,0,112.0,0,Canceled
9281,INN09282,3,0,2,1,Meal Plan 1,0,Room_Type 4,151,2018,7,10,Online,0,0,0,168.3,2,Canceled
24096,INN24097,3,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,3,17,Online,0,0,0,127.0,2,Not_Canceled
34639,INN34640,2,0,1,0,Not Selected,0,Room_Type 1,3,2017,10,5,Online,0,0,0,87.78,1,Not_Canceled
11661,INN11662,2,0,0,5,Meal Plan 1,0,Room_Type 1,25,2018,11,15,Offline,0,0,0,68.0,0,Not_Canceled
26952,INN26953,2,0,1,2,Meal Plan 1,0,Room_Type 4,124,2018,5,6,Online,0,0,0,114.3,1,Not_Canceled
17128,INN17129,2,0,0,1,Meal Plan 1,0,Room_Type 1,249,2018,9,21,Online,0,0,0,117.9,2,Canceled
25317,INN25318,2,0,0,2,Meal Plan 1,0,Room_Type 4,77,2018,9,16,Online,0,0,0,149.4,1,Not_Canceled
33664,INN33665,3,0,2,2,Meal Plan 1,0,Room_Type 4,1,2018,3,19,Online,0,0,0,161.5,2,Not_Canceled
17806,INN17807,2,0,2,2,Meal Plan 1,0,Room_Type 1,136,2018,5,8,Online,0,0,0,99.45,1,Not_Canceled
24183,INN24184,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,4,4,Corporate,1,0,2,65.0,0,Not_Canceled
8397,INN08398,2,0,2,3,Meal Plan 1,0,Room_Type 1,115,2018,10,22,Online,0,0,0,107.64,3,Not_Canceled
35799,INN35800,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled
31344,INN31345,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled
36266,INN36267,2,0,2,2,Meal Plan 1,0,Room_Type 2,8,2018,3,4,Online,0,0,0,85.96,1,Canceled
16148,INN16149,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
23253,INN23254,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,11,24,Offline,0,0,0,95.0,0,Not_Canceled
7473,INN07474,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,5,23,Offline,0,0,0,90.0,1,Not_Canceled
19971,INN19972,2,1,1,2,Meal Plan 1,0,Room_Type 1,149,2018,8,12,Online,0,0,0,130.5,0,Canceled
4620,INN04621,2,0,0,2,Meal Plan 1,0,Room_Type 1,235,2018,9,28,Online,0,0,0,97.71,0,Canceled
1483,INN01484,2,0,0,3,Meal Plan 1,1,Room_Type 1,22,2018,10,25,Online,0,0,0,139.0,1,Not_Canceled
2906,INN02907,1,0,2,4,Meal Plan 1,0,Room_Type 1,15,2018,11,5,Online,0,0,0,107.99,1,Not_Canceled
33797,INN33798,2,0,2,2,Meal Plan 1,0,Room_Type 4,59,2018,4,22,Online,0,0,0,112.2,0,Canceled
33309,INN33310,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,19,Corporate,0,0,0,65.0,0,Not_Canceled
10332,INN10333,2,0,1,3,Meal Plan 1,0,Room_Type 4,81,2018,4,25,Online,0,0,0,103.7,1,Not_Canceled
30735,INN30736,2,2,2,1,Meal Plan 1,0,Room_Type 6,57,2018,4,16,Online,0,0,0,177.3,0,Canceled
9994,INN09995,3,0,0,4,Meal Plan 1,0,Room_Type 4,109,2018,8,24,Online,0,0,0,152.1,0,Canceled
11305,INN11306,2,0,1,3,Meal Plan 2,0,Room_Type 1,200,2018,9,19,Online,0,0,0,152.15,2,Canceled
35620,INN35621,2,0,1,2,Meal Plan 1,0,Room_Type 4,83,2018,3,25,Online,0,0,0,105.3,1,Not_Canceled
22008,INN22009,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,109.0,0,Canceled
5848,INN05849,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,3,10,Online,0,0,0,109.0,1,Not_Canceled
1181,INN01182,2,1,1,2,Meal Plan 1,0,Room_Type 1,6,2018,7,11,Online,0,0,0,169.0,2,Not_Canceled
15809,INN15810,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,Canceled
25386,INN25387,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
6784,INN06785,2,0,1,3,Meal Plan 1,1,Room_Type 1,61,2018,8,29,Online,0,0,0,107.1,0,Not_Canceled
6178,INN06179,2,0,2,3,Meal Plan 1,0,Room_Type 1,63,2018,7,23,Online,0,0,0,105.3,1,Not_Canceled
4622,INN04623,3,1,2,2,Meal Plan 1,0,Room_Type 4,156,2018,8,28,Online,0,0,0,128.7,1,Canceled
25004,INN25005,1,0,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,Corporate,1,1,0,90.0,0,Not_Canceled
5064,INN05065,2,0,0,3,Meal Plan 1,0,Room_Type 4,65,2018,9,7,Online,0,0,0,136.8,0,Canceled
