,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
20778,INN20779,2,0,0,4,Meal Plan 1,0,Room_Type 1,228,2018,10,5,Online,0,0,0,102.85,1,Canceled
16322,INN16323,2,0,1,3,Meal Plan 1,0,Room_Type 4,103,2018,5,5,Online,0,0,0,124.53,0,Canceled
10540,INN10541,2,0,2,2,Meal Plan 1,0,Room_Type 4,4,2018,12,25,Online,0,0,0,95.2,1,Not_Canceled
8023,INN08024,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
29181,INN29182,2,0,1,2,Meal Plan 1,0,Room_Type 1,90,2018,3,18,Online,0,0,0,78.3,0,Not_Canceled
3751,INN03752,2,0,1,1,Meal Plan 1,0,Room_Type 1,18,2018,10,3,Offline,0,0,0,85.0,0,Not_Canceled
25744,INN25745,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,19,Corporate,0,0,0,81.0,0,Canceled
8749,INN08750,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
28708,INN28709,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Offline,0,0,0,95.0,0,Canceled
27320,INN27321,2,2,1,2,Meal Plan 1,0,Room_Type 6,91,2018,5,6,Online,0,0,0,198.9,0,Canceled
6990,INN06991,2,0,2,1,Meal Plan 1,0,Room_Type 1,65,2018,10,23,Offline,0,0,0,80.75,1,Not_Canceled
10830,INN10831,2,1,1,0,Meal Plan 1,0,Room_Type 1,11,2018,4,18,Online,0,0,0,119.0,1,Not_Canceled
28515,INN28516,2,0,3,7,Meal Plan 1,0,Room_Type 1,9,2018,2,12,Online,0,0,0,91.0,0,Canceled
20333,INN20334,2,0,2,2,Meal Plan 1,0,Room_Type 1,46,2018,10,16,Offline,0,0,0,85.5,0,Not_Canceled
20403,INN20404,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled
33012,INN33013,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
23240,INN23241,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,9,22,Online,0,0,0,175.0,1,Not_Canceled
6098,INN06099,2,0,1,0,Meal Plan 2,0,Room_Type 1,294,2018,12,26,Online,0,0,0,112.5,0,Not_Canceled
19593,INN19594,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,9,27,Corporate,1,0,3,110.0,1,Not_Canceled
9362,INN09363,2,2,1,2,Meal Plan 1,1,Room_Type 6,149,2018,8,12,Online,0,0,0,195.3,1,Not_Canceled
27173,INN27174,2,0,2,3,Meal Plan 1,0,Room_Type 1,359,2018,10,14,Offline,0,0,0,78.0,1,Not_Canceled
24903,INN24904,1,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,90.0,1,Canceled
28345,INN28346,2,0,0,1,Not Selected,1,Room_Type 1,5,2017,12,8,Online,0,0,0,84.0,1,Not_Canceled
33488,INN33489,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,2,Online,0,0,0,85.0,1,Not_Canceled
12795,INN12796,2,0,0,1,Meal Plan 1,0,Room_Type 1,30,2018,5,21,Online,0,0,0,126.9,1,Not_Canceled
20773,INN20774,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,2,18,Offline,0,0,0,86.0,0,Not_Canceled
3805,INN03806,2,0,0,1,Not Selected,0,Room_Type 1,80,2018,4,13,Online,0,0,0,85.5,1,Not_Canceled
17185,INN17186,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,70.0,0,Canceled
15512,INN15513,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
30366,INN30367,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Offline,0,0,0,90.0,0,Canceled
12880,INN12881,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,144.0,0,Not_Canceled
3507,INN03508,2,0,0,3,Meal Plan 1,0,Room_Type 1,16,2018,12,29,Online,0,0,0,138.0,1,Not_Canceled
31673,INN31674,2,2,2,2,Meal Plan 1,0,Room_Type 6,15,2017,9,20,Online,0,0,0,174.0,2,Not_Canceled
970,INN00971,2,0,1,3,Meal Plan 1,0,Room_Type 1,16,2017,9,21,Online,0,0,0,124.0,2,Not_Canceled
22513,INN22514,2,0,0,1,Meal Plan 1,0,Room_Type 4,13,2018,6,28,Online,0,0,0,146.0,1,Not_Canceled
951,INN00952,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,11,16,Offline,0,0,0,75.0,0,Not_Canceled
12234,INN12235,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,1,22,Online,0,0,0,80.3,1,Not_Canceled
6422,INN06423,2,0,0,3,Meal Plan 1,0,Room_Type 2,178,2018,8,25,Online,0,0,0,88.77,0,Canceled
7228,INN07229,2,0,0,3,Meal Plan 2,0,Room_Type 1,1,2018,9,29,Corporate,0,0,0,146.0,0,Not_Canceled
2413,INN02414,2,1,1,1,Meal Plan 2,1,Room_Type 1,1,2018,12,3,Online,0,0,0,189.0,2,Not_Canceled
22233,INN22234,2,0,0,5,Meal Plan 1,0,Room_Type 1,230,2018,9,6,Offline,0,0,0,137.0,1,Canceled
18332,INN18333,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,8,17,Corporate,0,0,0,120.0,0,Canceled
31957,INN31958,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,62.8,0,Canceled
10968,INN10969,2,1,2,2,Meal Plan 1,0,Room_Type 5,33,2018,8,13,Offline,0,0,0,150.57,0,Not_Canceled
20432,INN20433,2,0,1,3,Meal Plan 1,0,Room_Type 4,51,2018,9,1,Online,0,0,0,123.3,1,Canceled
29241,INN29242,2,0,0,3,Not Selected,0,Room_Type 1,69,2018,8,31,Online,0,0,0,107.19,0,Canceled
9512,INN09513,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,7,29,Online,0,0,0,89.0,0,Not_Canceled
7217,INN07218,2,0,2,6,Meal Plan 1,0,Room_Type 1,125,2018,8,3,Online,0,0,0,110.93,1,Not_Canceled
17982,INN17983,1,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,8,6,Online,0,0,0,112.42,1,Not_Canceled
22188,INN22189,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled
35950,INN35951,2,0,1,2,Not Selected,0,Room_Type 1,174,2018,7,4,Online,0,0,0,85.5,0,Canceled
31686,INN31687,2,0,2,3,Meal Plan 1,0,Room_Type 1,98,2018,3,17,Online,0,0,0,73.95,0,Not_Canceled
5754,INN05755,2,0,1,5,Not Selected,0,Room_Type 1,15,2018,12,20,Online,0,0,0,67.32,1,Not_Canceled
4124,INN04125,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,Offline,0,0,0,67.0,0,Not_Canceled
23609,INN23610,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,0,0,0,72.75,0,Not_Canceled
17040,INN17041,2,0,1,4,Meal Plan 1,0,Room_Type 4,27,2018,10,3,Online,0,0,0,163.8,0,Canceled
7767,INN07768,1,0,1,1,Not Selected,0,Room_Type 1,13,2018,12,5,Online,0,0,0,88.0,0,Not_Canceled
30163,INN30164,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
4883,INN04884,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,95.0,0,Canceled
1668,INN01669,2,0,2,1,Not Selected,0,Room_Type 1,95,2018,10,30,Online,0,0,0,79.8,2,Canceled
2198,INN02199,2,0,1,1,Meal Plan 1,1,Room_Type 2,268,2018,8,6,Online,0,0,0,105.25,1,Canceled
15039,INN15040,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled
12089,INN12090,2,0,2,5,Meal Plan 1,0,Room_Type 1,198,2018,10,22,Offline,0,0,0,80.75,0,Not_Canceled
22566,INN22567,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,2017,9,29,Corporate,0,0,0,65.0,0,Not_Canceled
17247,INN17248,1,0,0,1,Not Selected,0,Room_Type 1,21,2018,11,10,Online,0,0,0,123.2,1,Not_Canceled
5003,INN05004,2,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,8,13,Online,0,0,0,156.0,2,Not_Canceled
24891,INN24892,2,0,1,1,Not Selected,0,Room_Type 1,33,2018,8,8,Online,0,0,0,125.1,1,Canceled
26004,INN26005,2,0,2,1,Meal Plan 1,1,Room_Type 1,153,2018,6,4,Online,0,0,0,115.2,1,Canceled
32977,INN32978,3,0,2,3,Not Selected,0,Room_Type 1,232,2018,12,24,Offline,0,0,0,75.65,0,Not_Canceled
12386,INN12387,2,1,2,3,Meal Plan 1,0,Room_Type 1,63,2018,4,22,Online,0,0,0,90.06,0,Not_Canceled
33580,INN33581,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,103.5,0,Not_Canceled
16506,INN16507,1,1,2,0,Meal Plan 1,1,Room_Type 1,66,2018,7,24,Online,0,0,0,130.5,2,Not_Canceled
18817,INN18818,2,0,0,5,Not Selected,0,Room_Type 1,77,2018,3,22,Online,0,0,0,77.35,0,Not_Canceled
23974,INN23975,2,0,2,1,Not Selected,0,Room_Type 1,173,2018,8,13,Online,0,0,0,94.5,1,Canceled
1138,INN01139,2,0,2,2,Meal Plan 1,0,Room_Type 1,59,2018,11,18,Offline,0,0,0,75.0,0,Not_Canceled
21948,INN21949,2,0,0,4,Meal Plan 1,0,Room_Type 1,94,2018,4,12,Online,0,0,0,90.95,1,Not_Canceled
6151,INN06152,3,0,1,5,Meal Plan 1,0,Room_Type 4,123,2018,9,20,Online,0,0,0,162.0,1,Canceled
13927,INN13928,2,0,2,3,Meal Plan 1,0,Room_Type 1,118,2018,8,13,Online,0,0,0,114.3,1,Not_Canceled
19247,INN19248,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,16,Online,0,0,0,109.0,0,Not_Canceled
21479,INN21480,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
30625,INN30626,2,0,4,7,Meal Plan 1,0,Room_Type 4,122,2018,7,23,Online,0,0,0,87.58,1,Not_Canceled
10258,INN10259,2,0,0,1,Meal Plan 1,0,Room_Type 1,65,2018,10,27,Online,0,0,0,75.54,1,Not_Canceled
23377,INN23378,1,0,1,3,Meal Plan 1,0,Room_Type 4,83,2018,10,6,Online,0,0,0,132.3,0,Canceled
4924,INN04925,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,3,23,Online,0,0,0,136.0,1,Not_Canceled
25414,INN25415,3,0,2,2,Meal Plan 1,0,Room_Type 4,204,2017,10,18,Online,0,0,0,137.0,0,Canceled
6249,INN06250,2,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,6,4,Online,0,0,0,131.4,1,Not_Canceled
24302,INN24303,2,0,2,3,Meal Plan 1,0,Room_Type 1,17,2018,11,12,Online,0,0,0,75.4,1,Not_Canceled
4391,INN04392,2,0,1,2,Meal Plan 1,0,Room_Type 1,103,2018,3,18,Online,0,0,0,78.3,0,Not_Canceled
11976,INN11977,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,2018,5,21,Online,0,0,0,113.05,2,Not_Canceled
30142,INN30143,2,0,0,1,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70.0,0,Not_Canceled
23033,INN23034,2,0,0,1,Not Selected,0,Room_Type 1,50,2018,6,28,Online,0,0,0,82.47,1,Not_Canceled
24607,INN24608,3,0,2,1,Meal Plan 1,0,Room_Type 1,90,2018,7,10,Offline,0,0,0,96.9,0,Not_Canceled
18752,INN18753,2,0,2,3,Meal Plan 1,0,Room_Type 4,79,2018,4,2,Online,0,0,0,92.65,1,Not_Canceled
17912,INN17913,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
4335,INN04336,2,0,0,2,Meal Plan 1,0,Room_Type 1,49,2018,6,3,Offline,0,0,0,80.75,0,Not_Canceled
35650,INN35651,2,0,1,4,Meal Plan 1,0,Room_Type 1,57,2018,5,11,Online,0,0,0,119.85,1,Not_Canceled
3577,INN03578,1,0,2,3,Meal Plan 1,0,Room_Type 1,359,2018,10,14,Offline,0,0,0,70.0,0,Not_Canceled
480,INN00481,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled
6932,INN06933,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70.0,0,Not_Canceled
4364,INN04365,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,115.0,1,Canceled
31736,INN31737,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,5,30,Corporate,1,0,5,65.0,0,Not_Canceled
32799,INN32800,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0.0,0,Not_Canceled
8989,INN08990,1,0,1,2,Meal Plan 1,0,Room_Type 1,117,2018,2,29,Offline,0,0,0,76.0,0,Not_Canceled
23816,INN23817,2,0,2,5,Meal Plan 1,0,Room_Type 1,196,2018,8,1,Offline,0,0,0,72.25,0,Not_Canceled
3311,INN03312,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,8,31,Corporate,0,0,0,65.0,0,Not_Canceled
28689,INN28690,2,0,0,3,Meal Plan 1,0,Room_Type 4,40,2018,6,8,Online,0,0,0,128.4,0,Canceled
7689,INN07690,2,0,2,2,Meal Plan 1,0,Room_Type 2,113,2018,4,24,Online,0,0,0,85.85,0,Not_Canceled
30610,INN30611,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
30612,INN30613,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,3,2,Online,0,0,0,86.0,0,Not_Canceled
26075,INN26076,2,0,1,2,Meal Plan 1,0,Room_Type 1,43,2018,11,11,Online,0,0,0,88.46,1,Not_Canceled
28939,INN28940,2,0,0,1,Not Selected,0,Room_Type 1,8,2018,12,17,Online,0,0,0,78.0,1,Not_Canceled
31410,INN31411,2,0,3,6,Meal Plan 1,0,Room_Type 1,72,2017,7,6,Online,0,0,0,76.5,1,Canceled
3941,INN03942,2,0,2,1,Meal Plan 1,0,Room_Type 2,44,2018,4,23,Offline,0,0,0,95.0,0,Not_Canceled
26676,INN26677,2,0,0,4,Meal Plan 1,0,Room_Type 1,67,2018,3,1,Offline,0,0,0,61.16,0,Not_Canceled
34616,INN34617,2,0,0,4,Meal Plan 1,0,Room_Type 1,175,2018,8,31,Online,0,0,0,112.63,0,Canceled
24730,INN24731,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
14759,INN14760,2,0,1,1,Meal Plan 1,0,Room_Type 4,72,2018,4,2,Online,0,0,0,96.3,1,Not_Canceled
9770,INN09771,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,123.33,0,Canceled
16286,INN16287,2,0,0,1,Meal Plan 1,0,Room_Type 2,0,2018,1,7,Online,0,0,0,88.25,0,Not_Canceled
14077,INN14078,3,0,1,1,Meal Plan 1,0,Room_Type 4,125,2018,8,20,Online,0,0,0,137.7,1,Canceled
1594,INN01595,1,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,11,7,Online,0,0,0,197.0,2,Not_Canceled
14153,INN14154,1,0,1,1,Meal Plan 1,0,Room_Type 4,6,2018,10,1,Online,0,0,0,152.0,0,Not_Canceled
638,INN00639,3,0,0,4,Meal Plan 1,0,Room_Type 4,137,2018,8,24,Online,0,0,0,130.95,0,Canceled
22000,INN22001,2,0,1,1,Meal Plan 1,0,Room_Type 1,21,2017,9,21,Online,0,0,0,124.0,1,Not_Canceled
31,INN00032,2,0,2,2,Meal Plan 1,0,Room_Type 1,107,2018,11,13,Online,0,0,0,87.5,1,Not_Canceled
918,INN00919,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,Not_Canceled
17756,INN17757,2,0,0,3,Meal Plan 1,0,Room_Type 1,55,2018,4,6,Online,0,0,0,118.33,1,Canceled
11249,INN11250,2,0,0,2,Meal Plan 1,0,Room_Type 1,44,2018,11,3,Online,0,0,0,77.76,0,Not_Canceled
20657,INN20658,2,0,1,1,Meal Plan 1,0,Room_Type 1,34,2017,10,12,Online,0,0,0,103.5,2,Not_Canceled
28219,INN28220,3,0,0,2,Meal Plan 2,1,Room_Type 4,40,2018,8,19,Online,0,0,0,228.6,2,Not_Canceled
2355,INN02356,2,0,0,3,Meal Plan 1,0,Room_Type 1,23,2018,3,8,Online,0,0,0,91.67,0,Not_Canceled
5833,INN05834,2,0,1,2,Not Selected,0,Room_Type 1,36,2018,10,28,Online,0,0,0,109.0,1,Not_Canceled
20920,INN20921,2,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,80.0,0,Not_Canceled
10893,INN10894,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2017,12,11,Offline,0,0,0,55.8,1,Not_Canceled
33977,INN33978,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled
4823,INN04824,2,0,0,3,Not Selected,0,Room_Type 1,184,2018,11,24,Online,0,0,0,69.9,0,Canceled
23451,INN23452,2,0,1,2,Not Selected,0,Room_Type 1,88,2018,5,2,Online,0,0,0,116.1,0,Canceled
5157,INN05158,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89.0,0,Canceled
1485,INN01486,2,0,2,2,Not Selected,0,Room_Type 1,84,2018,4,10,Online,0,0,0,58.14,0,Not_Canceled
11992,INN11993,2,0,1,2,Not Selected,0,Room_Type 1,54,2018,3,18,Online,0,0,0,88.2,0,Canceled
5346,INN05347,2,0,0,4,Meal Plan 1,0,Room_Type 1,209,2018,8,16,Online,0,0,0,90.95,1,Canceled
7415,INN07416,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,5,8,Online,0,0,0,56.47,0,Not_Canceled
33024,INN33025,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,11,3,Online,0,0,0,131.75,1,Not_Canceled
31944,INN31945,2,0,0,3,Not Selected,0,Room_Type 1,28,2018,11,10,Online,0,0,0,135.0,2,Not_Canceled
23780,INN23781,1,2,0,1,Meal Plan 1,0,Room_Type 1,143,2018,7,13,Online,0,0,0,106.03,0,Not_Canceled
3551,INN03552,2,0,0,1,Meal Plan 1,0,Room_Type 1,33,2018,5,25,Online,0,0,0,108.9,0,Not_Canceled
32208,INN32209,2,0,1,5,Meal Plan 1,0,Room_Type 1,180,2018,5,23,Offline,0,0,0,80.75,0,Not_Canceled
6347,INN06348,2,0,1,3,Meal Plan 1,0,Room_Type 1,26,2018,9,5,Online,0,0,0,127.2,0,Canceled
31284,INN31285,2,0,0,1,Not Selected,0,Room_Type 1,10,2018,10,26,Online,0,0,0,120.0,2,Not_Canceled
32862,INN32863,2,0,1,2,Meal Plan 1,0,Room_Type 1,117,2018,6,3,Online,0,0,0,126.9,0,Not_Canceled
1312,INN01313,2,0,0,2,Meal Plan 1,1,Room_Type 1,76,2017,10,13,Online,0,0,0,98.25,1,Not_Canceled
21121,INN21122,2,0,2,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,69.29,1,Not_Canceled
17003,INN17004,2,0,0,1,Meal Plan 1,1,Room_Type 1,16,2018,1,27,Online,0,0,0,102.0,1,Not_Canceled
2374,INN02375,2,0,2,5,Meal Plan 1,0,Room_Type 1,277,2018,9,5,Online,0,0,0,80.0,0,Canceled
33034,INN33035,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
16039,INN16040,2,0,2,1,Meal Plan 1,0,Room_Type 1,197,2018,10,8,Online,0,0,0,108.9,0,Canceled
30983,INN30984,2,1,0,3,Meal Plan 1,0,Room_Type 4,83,2018,7,28,Online,0,0,0,141.1,1,Not_Canceled
2962,INN02963,2,0,2,0,Meal Plan 1,0,Room_Type 1,13,2017,12,6,Online,1,1,0,107.0,2,Not_Canceled
23474,INN23475,2,0,2,5,Not Selected,0,Room_Type 1,157,2018,8,25,Online,0,0,0,80.75,0,Canceled
12407,INN12408,3,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,6,20,Offline,0,0,0,105.4,0,Not_Canceled
4399,INN04400,2,1,0,3,Meal Plan 1,0,Room_Type 1,51,2018,11,1,Online,0,0,0,129.0,1,Not_Canceled
29829,INN29830,2,0,0,3,Meal Plan 1,0,Room_Type 4,94,2018,4,14,Online,0,0,0,105.3,0,Canceled
31552,INN31553,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
5797,INN05798,2,0,2,1,Not Selected,0,Room_Type 1,211,2018,8,13,Online,0,0,0,88.5,1,Not_Canceled
26327,INN26328,2,2,1,2,Meal Plan 1,0,Room_Type 6,0,2017,8,31,Online,0,0,0,155.33,0,Not_Canceled
27215,INN27216,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,2017,10,9,Online,0,0,0,145.0,2,Not_Canceled
22445,INN22446,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,6,18,Online,0,0,0,141.0,2,Not_Canceled
4165,INN04166,3,0,0,3,Meal Plan 1,0,Room_Type 1,220,2018,6,2,Online,0,0,0,105.84,1,Canceled
17716,INN17717,2,0,0,4,Meal Plan 1,0,Room_Type 4,86,2018,4,6,Online,0,0,0,93.08,1,Not_Canceled
31584,INN31585,1,0,0,5,Meal Plan 1,0,Room_Type 1,230,2018,9,6,Offline,0,0,0,111.0,0,Canceled
22001,INN22002,2,0,1,4,Meal Plan 1,0,Room_Type 4,76,2018,5,30,Online,0,0,0,132.6,2,Not_Canceled
35927,INN35928,2,0,0,1,Meal Plan 1,0,Room_Type 4,85,2018,6,2,Online,0,0,0,140.4,0,Canceled
28476,INN28477,1,0,1,0,Not Selected,0,Room_Type 1,0,2018,10,10,Online,0,0,0,82.66,0,Not_Canceled
26943,INN26944,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,2018,4,4,Offline,0,0,0,75.0,0,Not_Canceled
2867,INN02868,2,0,0,1,Meal Plan 1,0,Room_Type 1,38,2018,9,2,Online,0,0,0,109.8,0,Not_Canceled
12820,INN12821,2,0,0,2,Meal Plan 1,0,Room_Type 4,18,2018,5,13,Online,0,0,0,156.0,0,Canceled
32834,INN32835,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,11,14,Online,0,0,0,111.0,1,Not_Canceled
5951,INN05952,1,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Online,0,0,0,36.25,0,Canceled
25552,INN25553,2,0,0,2,Meal Plan 1,0,Room_Type 1,89,2018,9,2,Online,0,0,0,135.9,0,Canceled
3532,INN03533,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89.0,0,Canceled
18253,INN18254,2,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,87.0,0,Not_Canceled
19275,INN19276,2,0,0,2,Not Selected,0,Room_Type 1,30,2018,5,11,Online,0,0,0,116.1,1,Not_Canceled
5605,INN05606,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled
9338,INN09339,2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,11,Online,0,0,0,100.0,1,Not_Canceled
21825,INN21826,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,101.33,1,Canceled
29832,INN29833,3,0,2,2,Meal Plan 1,0,Room_Type 4,68,2018,4,1,Online,0,0,0,116.45,2,Not_Canceled
14669,INN14670,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,8,10,Online,0,0,0,114.3,1,Not_Canceled
28823,INN28824,2,0,1,0,Not Selected,0,Room_Type 1,9,2018,6,13,Online,0,0,0,89.0,0,Not_Canceled
20163,INN20164,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136.0,0,Not_Canceled
20762,INN20763,2,0,0,3,Meal Plan 2,0,Room_Type 1,150,2018,6,16,Offline,0,0,0,90.0,1,Not_Canceled
28307,INN28308,1,0,2,2,Meal Plan 1,0,Room_Type 4,165,2018,10,28,Online,0,0,0,104.4,3,Not_Canceled
8497,INN08498,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,9,9,Online,0,0,0,152.0,2,Not_Canceled
6977,INN06978,2,0,1,3,Meal Plan 1,0,Room_Type 1,111,2017,10,5,Offline,0,0,0,72.25,0,Not_Canceled
14801,INN14802,2,0,1,2,Not Selected,0,Room_Type 1,91,2018,4,25,Online,0,0,0,85.5,0,Canceled
18477,INN18478,2,1,2,5,Meal Plan 1,0,Room_Type 1,101,2018,12,21,Online,0,0,0,122.0,2,Canceled
528,INN00529,2,0,2,1,Meal Plan 1,0,Room_Type 4,27,2018,6,26,Online,0,0,0,152.67,0,Canceled
7080,INN07081,1,0,1,2,Meal Plan 1,0,Room_Type 1,9,2018,2,12,Online,0,0,0,85.0,1,Canceled
12968,INN12969,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,17,Online,0,0,0,129.0,2,Not_Canceled
16382,INN16383,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
1304,INN01305,2,0,0,2,Meal Plan 1,0,Room_Type 5,12,2018,9,28,Online,0,0,0,160.2,1,Not_Canceled
5844,INN05845,2,0,2,1,Meal Plan 1,0,Room_Type 1,25,2018,10,8,Offline,0,0,0,85.0,0,Not_Canceled
9989,INN09990,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2018,3,26,Online,0,0,0,133.5,1,Not_Canceled
5541,INN05542,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70.0,1,Not_Canceled
22614,INN22615,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,12,15,Online,0,0,0,104.0,1,Not_Canceled
17142,INN17143,1,0,0,1,Not Selected,0,Room_Type 1,28,2018,11,2,Online,0,0,0,120.0,0,Not_Canceled
3268,INN03269,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80.0,0,Not_Canceled
14591,INN14592,2,0,1,2,Meal Plan 1,0,Room_Type 1,42,2018,1,15,Offline,0,0,0,60.0,0,Not_Canceled
2898,INN02899,2,2,0,2,Not Selected,0,Room_Type 6,0,2017,8,7,Online,0,0,0,153.0,1,Not_Canceled
14260,INN14261,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,11,2,Online,0,0,0,109.0,1,Not_Canceled
23246,INN23247,2,0,0,3,Not Selected,0,Room_Type 1,99,2018,7,6,Online,0,0,0,103.5,1,Not_Canceled
